Shipsure Account Description,Level,Shipsure Account Number,Account Type,HFM Account Number,HFM Account Description,,,,
V.S Hansen Cash (Other) USD,3,2065041,Balance Sheet,BS27100,Client Accounts,,,,
Natwest (USD),3,2065042,Balance Sheet,BS27100,Client Accounts,,,,
Crew Cash Advances - PHP,3,2065043,Balance Sheet,BS27100,Client Accounts,,,,
Crew Training Advances - PHP,3,2065044,Balance Sheet,BS27100,Client Accounts,,,,
Crew Welfare Fund Advances - P,3,2065045,Balance Sheet,BS27100,Client Accounts,,,,
Crew Prepayments - PHP,3,2065046,Balance Sheet,BS27100,Client Accounts,,,,
Crew Client A/Cs,3,2065047,Balance Sheet,BS27100,Client Accounts,,,,
Crew Other Receivables,3,2065048,Balance Sheet,BS27100,Client Accounts,,,,
Crew Cash Advance - USD,3,2065049,Balance Sheet,BS27100,Client Accounts,,,,
BCI Client Cash 2 - USD,3,2065050,Balance Sheet,BS27100,Client Accounts,,,,
BCI Client Cash Other - USD,3,2065051,Balance Sheet,BS27100,Client Accounts,,,,
Crew Client Debtor A/c - USD,3,2065052,Balance Sheet,BS27100,Client Accounts,,,,
Crew Client Debtor A/c - EUR,3,2065053,Balance Sheet,BS27100,Client Accounts,,,,
Crew Client Debtor A/c - BGN,3,2065054,Balance Sheet,BS27100,Client Accounts,,,,
BGI St Petersburg Client Cash,3,2065055,Balance Sheet,BS27100,Client Accounts,,,,
BGI RIGA CLIENT CASH,3,2065056,Balance Sheet,BS27100,Client Accounts,,,,
BGI ARKHANGELSK CLIENT CASH,3,2065057,Balance Sheet,BS27100,Client Accounts,,,,
BGI FAR EAST CLIENT CASH,3,2065058,Balance Sheet,BS27100,Client Accounts,,,,
BGI FAR EAST 2 CLIENT CASH,3,2065059,Balance Sheet,BS27100,Client Accounts,,,,
BGI TALLIN CLIENT CASH - USD,3,2065060,Balance Sheet,BS27100,Client Accounts,,,,
BGI TALLIN CLIENT CASH - EUR,3,2065061,Balance Sheet,BS27100,Client Accounts,,,,
BGI NOVOROSSIYSK CLIENT CASH,3,2065062,Balance Sheet,BS27100,Client Accounts,,,,
BGI NOVOROSSIYSK 2 CLIENT CASH,3,2065063,Balance Sheet,BS27100,Client Accounts,,,,
BGI GEORGIA CLIENT CASH,3,2065064,Balance Sheet,BS27100,Client Accounts,,,,
BGI ODESSA CLIENT CASH,3,2065065,Balance Sheet,BS27100,Client Accounts,,,,
Cash to Master - Arina Samurai,3,2065066,Balance Sheet,BS27100,Client Accounts,,,,
Cash to Master - Ocean Amber I,3,2065067,Balance Sheet,BS27100,Client Accounts,,,,
Cash to Master - OSX II (FPSO),3,2065068,Balance Sheet,BS27100,Client Accounts,,,,
Cash to Master - MUMBAI (INR),3,2065069,Balance Sheet,BS27100,Client Accounts,,,,
Client Cash Account - USD,3,2065070,Balance Sheet,BS27100,Client Accounts,,,,
Client Cash - PHP,3,2065071,Balance Sheet,BS27100,Client Accounts,,,,
Accrual - Brokerage,3,2080100,Balance Sheet,BS36000,Accrued Expenses,,,,
Venus PJT,3,2110003,N/A,Do Not Use,0,,,,
Venus Project Special,3,2110005,N/A,Do Not Use,0,,,,
Project M,3,2110006,N/A,Do Not Use,0,,,,
Quality Managments OJT,3,2110008,N/A,Do Not Use,0,,,,
GST Payable,3,2161000,Balance Sheet,BS32900,VAT Payable ,,,,
GST Recoverable,3,2161001,Balance Sheet,BS22500,VAT Receivable,,,,
CRA NR Withholding Tax,3,2161002,Balance Sheet,BS22500,VAT Receivable,,,,
MRQ NR withholding Tax,3,2161003,Balance Sheet,BS32900,VAT Payable ,,,,
QST (Quebec Sales Tax) Payable,3,2161004,Balance Sheet,BS32900,VAT Payable ,,,,
QST (Quebec Sales Tax) Recover,3,2161005,Balance Sheet,BS22500,VAT Receivable,,,,
HST (Harmonised Sales Tax),3,2161006,Balance Sheet,BS22500,VAT Receivable,,,,
PIS Payable,3,2161007,Balance Sheet,BS22500,VAT Receivable,,,,
COFINS Payable,3,2161008,Balance Sheet,BS22500,VAT Receivable,,,,
COFINS Payable,3,2161009,Balance Sheet,BS22500,VAT Receivable,,,,
IRRF Retained Income Tax,3,2161010,Balance Sheet,BS22500,VAT Receivable,,,,
PIS COFINS CSLL Retained,3,2161011,Balance Sheet,BS22500,VAT Receivable,,,,
Withheld ISS,3,2161012,Balance Sheet,BS22500,VAT Receivable,,,,
Payable ISS,3,2161013,Balance Sheet,BS22500,VAT Receivable,,,,
IRRF Revenue,3,2161014,Balance Sheet,BS22500,VAT Receivable,,,,
IRBJ Estimate,3,2161015,Balance Sheet,BS22500,VAT Receivable,,,,
CSLL Revenue,3,2161016,Balance Sheet,BS22500,VAT Receivable,,,,
PIS Revenue,3,2161017,Balance Sheet,BS22500,VAT Receivable,,,,
COFINS,3,2161018,Balance Sheet,BS22500,VAT Receivable,,,,
CSLL Estimate,3,2161019,Balance Sheet,BS22500,VAT Receivable,,,,
Recoverable INSS,3,2161020,Balance Sheet,BS22500,VAT Receivable,,,,
Corp Tax Receivable,3,2170001,Balance Sheet,BS25900,Corporation Tax Receivable,,,,
Stock Seacom,3,2300000,Balance Sheet,BS24120,Finished Goods,,,,
New Wisdom (Eur),3,3063001,Balance Sheet,BS36500,Client Accounts,,,,
New Wisdom (USD),3,3063002,Balance Sheet,BS36500,Client Accounts,,,,
New Vision (Eur),3,3063003,Balance Sheet,BS36500,Client Accounts,,,,
New Vision (USD),3,3063004,Balance Sheet,BS36500,Client Accounts,,,,
Samco America (Eur),3,3063005,Balance Sheet,BS36500,Client Accounts,,,,
Samco America (USD),3,3063006,Balance Sheet,BS36500,Client Accounts,,,,
Phillipine (Eur),3,3063010,Balance Sheet,BS36500,Client Accounts,,,,
Phillipine (USD),3,3063011,Balance Sheet,BS36500,Client Accounts,,,,
New Wisdom (Eur),3,3065000,Balance Sheet,BS36500,Client Accounts,,,,
New Vision (Eur),3,3065001,Balance Sheet,BS36500,Client Accounts,,,,
Samco America (Eur),3,3065002,Balance Sheet,BS36500,Client Accounts,,,,
New Wisdom (USD),3,3065010,Balance Sheet,BS36500,Client Accounts,,,,
New Vision (USD),3,3065011,Balance Sheet,BS36500,Client Accounts,,,,
Samco America (USD),3,3065012,Balance Sheet,BS36500,Client Accounts,,,,
Phillipine (Eur),3,3065013,Balance Sheet,BS36500,Client Accounts,,,,
Phillipine (USD),3,3065014,Balance Sheet,BS36500,Client Accounts,,,,
V.Ships Hansen (CTM) SGD,3,3065015,Balance Sheet,BS36500,Client Accounts,,,,
V.Ships Hansen (Est DA) SGD,3,3065016,Balance Sheet,BS36500,Client Accounts,,,,
V.Ships Hansen (Other) SGD,3,3065017,Balance Sheet,BS36500,Client Accounts,,,,
V.Ships Hansen (CTM) USD,3,3065018,Balance Sheet,BS36500,Client Accounts,,,,
V.Ships Hansen (Est DA) USD,3,3065019,Balance Sheet,BS36500,Client Accounts,,,,
V.Ships Hansen (Other) USD,3,3065020,Balance Sheet,BS36500,Client Accounts,,,,
Frontline Hub Asia,3,3065021,Balance Sheet,BS36500,Client Accounts,,,,
Agency Malaysia,3,3065022,Balance Sheet,BS36500,Client Accounts,,,,
Natwest (USD),3,3065023,Balance Sheet,BS36500,Client Accounts,,,,
BPI Current A/c - PHP,3,3065024,Balance Sheet,BS36500,Client Accounts,,,,
BPI Savings A/c - USD,3,3065025,Balance Sheet,BS36500,Client Accounts,,,,
BPI Savings A/c - PHP,3,3065026,Balance Sheet,BS36500,Client Accounts,,,,
Crew Social Ins Payable,3,3065027,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew Provident Fund Payable,3,3065028,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew Union Fees Payable,3,3065029,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew Medical Insurance Payable,3,3065030,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew - Other Liabilities,3,3065031,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew Allotments Payable - PHP,3,3065032,Balance Sheet,BS32140,Crew Payable Liability,,,,
PNB Current A/c - PHP,3,3065033,Balance Sheet,BS32140,Crew Payable Liability,,,,
BPI Client Current A/C - USD,3,3065034,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew Accruals,3,3065035,Balance Sheet,BS32140,Crew Payable Liability,,,,
Priniciple Liabilities,3,3065036,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew Wages Control A/c - USD,3,3065037,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew Other Creditors A/c - USD,3,3065038,Balance Sheet,BS33000,Crew Expenses Payable,,,,
Crew Non Payroll A/c - USD,3,3065039,Balance Sheet,BS33000,Crew Expenses Payable,,,,
Crew Wages Control A/C - EUR,3,3065040,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew Other Creditors A/C - EUR,3,3065041,Balance Sheet,BS33000,Crew Expenses Payable,,,,
Crew Non Payroll A/C - EUR,3,3065042,Balance Sheet,BS33000,Crew Expenses Payable,,,,
Crew Wages Control A/C - NOK,3,3065043,Balance Sheet,BS32140,Crew Payable Liability,,,,
Crew Other Creditors A/c - BGN,3,3065044,Balance Sheet,BS33000,Crew Expenses Payable,,,,
Client Advanced Funding,3,3065045,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
Purchase Ledger Control Accoun,3,3101000,Balance Sheet,BS31100,Trade Creditors,,,,
Historic Purchase Ledger A/c,3,3101010,N/A,Do Not Use,0,,,,
Associated Companies,3,3102000,Balance Sheet,BS34500,Associated Company Payables,,,,
Inter-Company Purchase Ledger,3,3103000,Intercompany BS,BS38210,Intercompany Trade Payables,,,,
Opening Corp Tax,3,3111000,Balance Sheet,BS37110,Corporate Tax Liability,,,,
Corp Tax Charge for Period,3,3111001,Balance Sheet,BS37110,Corporate Tax Liability,,,,
Corp Tax Paid,3,3111002,Balance Sheet,BS37110,Corporate Tax Liability,,,,
Corp Tax Exc Fluct,3,3111003,Balance Sheet,BS37110,Corporate Tax Liability,,,,
CORP TAX CHARGE FOR PERIOD GBP,3,3111004,Balance Sheet,BS37110,Corporate Tax Liability,,,,
Opening Income Tax,3,3112000,Balance Sheet,BS37110,Corporate Tax Liability,,,,
Income Tax Charge for Period,3,3112001,Balance Sheet,BS37110,Corporate Tax Liability,,,,
Income Tax Paid,3,3112002,Balance Sheet,BS37110,Corporate Tax Liability,,,,
Income Tax Exc Fluct,3,3112003,Balance Sheet,BS37110,Corporate Tax Liability,,,,
Opening Other Tax,3,3113000,Balance Sheet,BS37130,Withholding Tax Liability,,,,
Other Tax Charge for Period,3,3113001,Balance Sheet,BS37130,Withholding Tax Liability,,,,
Other Tax Paid,3,3113002,Balance Sheet,BS37130,Withholding Tax Liability,,,,
Other Tax Exc Fluct,3,3113003,Balance Sheet,BS37130,Withholding Tax Liability,,,,
Deferred Tax,3,3114000,Balance Sheet,BS37500,Deferred Tax Liability Current,,,,
Deferred Tax Charge for Period,3,3114001,Balance Sheet,BS37500,Deferred Tax Liability Current,,,,
Deferred Tax Exc Fluct,3,3114002,Balance Sheet,BS37500,Deferred Tax Liability Current,,,,
Staff Incentive,3,3121101,Balance Sheet,BS32200,Bonuses / Special Payments,,,,
Accrued Expenses - Pension,3,3121102,Balance Sheet,BS36000,Accrued Expenses,,,,
3rd Party Uninvoiced Estimated,3,3121103,Balance Sheet,BS36000,Accrued Expenses,,,,
Accrued Expenses - Legal,3,3121104,Balance Sheet,BS36000,Accrued Expenses,,,,
Accrued Expenses - Audit,3,3121105,Balance Sheet,BS36000,Accrued Expenses,,,,
Accrued Expenses - Communicati,3,3121106,Balance Sheet,BS36000,Accrued Expenses,,,,
Accrued Expenses - Misc Items,3,3121107,Balance Sheet,BS36000,Accrued Expenses,,,,
Accrued Expenses - Cost of sal,3,3121108,Balance Sheet,BS36000,Accrued Expenses,,,,
Accrued Crew,3,3121121,Balance Sheet,BS36000,Accrued Expenses,,,,
Accrued Bank Interest Payable,3,3121301,Balance Sheet,BS30120,Accrued Interest,,,,
Accrued Loan Notes Payable,3,3121302,Balance Sheet,BS30120,Accrued Interest,,,,
Accrued Other Interest Payable,3,3121303,Balance Sheet,BS30120,Accrued Interest,,,,
Accrued P&I - Alvada,3,3121304,Balance Sheet,BS36500,Client Accounts,,,,
Provision of Doubtful Debt,3,3121400,Balance Sheet,BS20102,Trade Debtors Provision,,,,
Provision For Doubtful Debt -,3,3121401,N/A,Do Not Use,0,,,,
Uninvoiced Creditors (interco),3,3121410,Intercompany BS,BS38210,Intercompany Trade Payables,,,,
Uninvoiced Creditors PHP,3,3121411,Balance Sheet,BS33450,Uninvoiced Creditors,,,,
Interest Rate Hedge Current Li,3,3121501,Balance Sheet,BS33710,Interest Rate Hedge Current Liabilities,,,,
FX Derivative Current Liabilit,3,3121502,Balance Sheet,BS33720,FX Derivative Current Liabilities,,,,
Other Derivative Current Liabi,3,3121503,Balance Sheet,BS33730,Other Derivative Current Liabilities,,,,
Salaries Payable,3,3122100,Balance Sheet,BS32110,Salaries Payable Liability ,,,,
Salaries Payable Euro,3,3122101,Balance Sheet,BS32110,Salaries Payable Liability ,,,,
Salaries Payable Redundancy,3,3122102,Balance Sheet,BS32120,Salaries Payable Redundancy Liability ,,,,
Salaries Payable Temp Staff,3,3122103,Balance Sheet,BS32130,Salaries Payable Temp Staff Liability ,,,,
CREW PAYABLE,3,3122110,Balance Sheet,BS32140,Crew Payable Liability,,,,
Danish Crew Salary Payable - D,3,3122111,Balance Sheet,BS32140,Crew Payable Liability,,,,
Bonuses / Special Payments,3,3122200,Balance Sheet,BS32200,Bonuses / Special Payments,,,,
Bonuses / Special Payments Eur,3,3122201,N/A,Do Not Use,0,,,,
Allowances,3,3122300,Balance Sheet,BS32400,Social Security Liabilities ,,,,
Social Security Liabilities,3,3122400,Balance Sheet,BS32400,Social Security Liabilities ,,,,
Pension Costs,3,3122401,Balance Sheet,BS32530,Employee Related DB Provision (IS current),,,,
PAYE Payable - Euro,3,3122402,Balance Sheet,BS32400,Social Security Liabilities ,,,,
Pension Control Account,3,3122403,Balance Sheet,BS32520,Defined Benefit Pension Provision (IS current),,,,
PAYE Payable - Nor,3,3122404,Balance Sheet,BS32520,Defined Benefit Pension Provision (IS current),,,,
Accrued Holiday Pay,3,3122405,Balance Sheet,BS32530,Employee Related DB Provision (IS current),,,,
Accrued AGA Holiday Pay - Nor,3,3122406,Balance Sheet,BS32540,Actuarial Related DB Provision (Reserves current),,,,
Social Security - Nor,3,3122407,Balance Sheet,BS32550,Exceptional Related DB Provision (current),,,,
Dependency Payments,3,3122408,Balance Sheet,BS32610,Defined Contribution Payable,,,,
Ass Vieillesse & Survivant,3,3122409,Balance Sheet,BS32400,Social Security Liabilities ,,,,
Professional Tax Staff,3,3122410,Balance Sheet,BS32400,Social Security Liabilities ,,,,
PAYE Payable - PGK,3,3122411,Balance Sheet,BS32400,Social Security Liabilities ,,,,
Empl Tax Pays PLN,3,3122412,Balance Sheet,BS32400,Social Security Liabilities ,,,,
13th Salary,3,3122413,Balance Sheet,BS32200,Bonuses / Special Payments,,,,
Social Security FGTS,3,3122414,Balance Sheet,BS32400,Social Security Liabilities ,,,,
Danish Crew ATP Payable - DKK,3,3122415,Balance Sheet,BS32140,Crew Payable Liability,,,,
Danish Crew Mat Fund Payable -,3,3122416,Balance Sheet,BS32140,Crew Payable Liability,,,,
Outstanding taxed holidays - D,3,3122417,Balance Sheet,BS32400,Social Security Liabilities ,,,,
Withheld ATP - DKK,3,3122418,Balance Sheet,BS32400,Social Security Liabilities ,,,,
Danish Crew Pension Payable -,3,3122419,Balance Sheet,BS32140,Crew Payable Liability,,,,
Pension Liability Non Current,3,3122420,Balance Sheet,BS42000,Pension Liability Non Current,,,,
Receiver General - CAD,3,3122421,Balance Sheet,BS42000,Pension Liability Non Current,,,,
Provident Fund Payable,3,3122500,Balance Sheet,BS32650,Provident Fund Payable ,,,,
PENSION/PROVIDENT FUND PAYABLE,3,3122501,Balance Sheet,BS32650,Provident Fund Payable ,,,,
Union Fees Payable,3,3122600,Balance Sheet,BS32700,Union Fees Payable ,,,,
Health / Medical Insurance,3,3122700,Balance Sheet,BS32800,Health / Medical Insurance,,,,
PERSONAL ACCIDENT INSURANCE,3,3122710,Balance Sheet,BS32800,Health / Medical Insurance,,,,
Life Assurance,3,3122720,Balance Sheet,BS32800,Health / Medical Insurance,,,,
Crew Expenses,3,3122901,Balance Sheet,BS33000,Crew Expenses Payable,,,,
Deferred Consideration on Acqu,3,3122902,Balance Sheet,BS33100,Deferred Consideration Payable Current,,,,
Retirees Balances,3,3122903,Balance Sheet,BS42000,Pension Liability Non Current,,,,
Office staff expenses,3,3122904,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
Deferred Consideration of Acqu,3,3122905,Balance Sheet,BS41700,Deferred Consideration Payable on Acquisitions,,,,
Contingent Consideration FVTPL,3,3122906,Balance Sheet,BS41800,Contingent Consideration FVTPL (Liability),,,,
Deferred Income,3,3123100,Balance Sheet,BS33500,Deferred Income,,,,
Finance Leases,3,3123200,Balance Sheet,BS34100,Finance Lease Payable,,,,
HP Agreements,3,3123300,Balance Sheet,BS34200,Operating Lease Payable,,,,
Dividends Payable,3,3123400,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
Contractual Deposits Received,3,3123500,Balance Sheet,BS31200,Contractual Deposits Received ,,,,
S Term Fin Lease Building,3,3123600,Balance Sheet,BS34112,Short term finance lease building,,,,
S Term Fin Lease Land,3,3123601,Balance Sheet,BS34111,Short term finance lease land,,,,
S Term Fin Lease Off Bus Equip,3,3123602,Balance Sheet,BS34114,Short term finance lease office and business equipment,,,,
S Term Fin Lease Motor Vehicle,3,3123605,Balance Sheet,BS34113,Short term finance lease motor vehicles,,,,
Ships Accounts (Floats) - USD,3,3123701,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
Ships Accounts (Floats) - EUR,3,3123702,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
Ships Accounts (Floats) - GBP,3,3123703,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
Ships Accounts (Floats) - NOK,3,3123704,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
Bank Loans within 12 months,3,3123900,Balance Sheet,BS30112,Bank Loans Within 12 months USD ,,,,
Bank Loans within 12 months -,3,3123901,Balance Sheet,BS30112,Bank Loans Within 12 months USD ,,,,
Other Creditors - Miscellaneou,3,3123999,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
Takeover Stock - Catering,3,3124000,Balance Sheet,BS33600,Opening Vessel Stock Liability,,,,
Rebates Due to Clients,3,3124050,Balance Sheet,BS33650,Rebates Due to Clients,,,,
Bank Loans - Secured Op Bal,3,3201000,Balance Sheet,BS40110,Borrowings Secured Non-Current,,,,
Bank Loans - Secured drawn in,3,3201001,Balance Sheet,BS40110,Borrowings Secured Non-Current,,,,
Bank Loans - Secured Rpd in Yr,3,3201002,Balance Sheet,BS40110,Borrowings Secured Non-Current,,,,
Bank Loans - Sec FX,3,3201003,Balance Sheet,BS40110,Borrowings Secured Non-Current,,,,
Bank Loans NOK - Sec Op Bal,3,3201004,Balance Sheet,BS40110,Borrowings Secured Non-Current,,,,
Bank Loans NOK - Sec Drawn In,3,3201005,Balance Sheet,BS40110,Borrowings Secured Non-Current,,,,
Bank Loans NOK - Sec Rpd in Yr,3,3201006,Balance Sheet,BS40110,Borrowings Secured Non-Current,,,,
Bank Loans NOK - Sec FX,3,3201007,Balance Sheet,BS40110,Borrowings Secured Non-Current,,,,
Deferred Finance Costs,3,3201008,Balance Sheet,BS40120,Deferred Finance Costs ,,,,
Bank Loans - Unsecured opening,3,3202000,Balance Sheet,BS41200,Borrowings Unsecured Non-Current,,,,
Bank Loans - Unsecured drawn d,3,3202001,Balance Sheet,BS41200,Borrowings Unsecured Non-Current,,,,
Bank Loans - Unsecured repaid,3,3202002,Balance Sheet,BS41200,Borrowings Unsecured Non-Current,,,,
Bank Loans - Unsecured FX fluc,3,3202003,Balance Sheet,BS41200,Borrowings Unsecured Non-Current,,,,
Revolving Credit Facility Non-,3,3202004,Balance Sheet,BS41300,Revolving Credit Facility Non-Current,,,,
I/Co Loan A/c - V Corporate,4,3203010,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - Corporate SGD,4,3203015,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - V Ships Capita,4,3203020,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - V People,4,3203030,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - V Ships Crew,4,3203040,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - V Ships Crew -,4,3203041,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - V Services,4,3203050,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - MSD SGD,4,3203055,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - Leisure,4,3203060,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - VMI,4,3203070,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - VMI Euro,4,3203071,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
V Ships UK Intra Trading Accou,4,3203072,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - SMD SGD,4,3203075,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - V Marine,4,3203080,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - V Marine EUR,4,3203081,Intercompany BS,IGNORE,#N/A,,,,
I/Co Loan A/c - SSC SGD,4,3203085,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - V People NOK,4,3203090,Intercompany BS,IGNORE,Intercompany Loan Payable (current) / Interco Loan Receivable (Current) ,,,,
I/Co Loan A/c - V Ships Manpow,4,3203100,Intercompany BS,BS38250,Intercompany Loan Payable (current),,,,
I/Co Loan A/c - V Ships India,4,3203110,Intercompany BS,BS38250,Intercompany Loan Payable (current),,,,
I/Co Loan A/c - SGD,4,3203120,Intercompany BS,BS38250,Intercompany Loan Payable (current),,,,
Mortgage Loans opening balance,3,3204000,N/A,Do Not Use,0,,,,
